Gene_ID,Gene_symbol,Entrez_ID,Chr,Start,End,Middle,Strand
ENSMUSG00000039509,Nup133,234865,8,123.897123,123.949265,123.923194,-
ENSMUSG00000039512,Uhrf1bp1,224648,17,27.85649,27.90004,27.878265,+
ENSMUSG00000039515,Ppp2r4,110854,2,30.416039,30.447806,30.4319225,+
ENSMUSG00000039518,Cdsn,386463,17,35.552128,35.55718,35.554654,+
ENSMUSG00000039519,Cyp7b1,13123,3,18.07195,18.243338,18.157644,-
ENSMUSG00000039521,Foxp3,20371,X,7.579676,7.595243,7.5874595,+
ENSMUSG00000039523,Cep104,230967,4,153.975194,154.008732,153.991963,+
ENSMUSG00000039529,Atp8b1,54670,18,64.528979,64.661,64.5949895,-
ENSMUSG00000039530,Tusc3,80286,8,39.005867,39.165112,39.0854895,+
ENSMUSG00000039531,Zufsp,72580,10,33.926936,33.951212,33.939074,-
ENSMUSG00000039533,Mmd2,75104,5,142.562358,142.6088,142.585579,-
ENSMUSG00000039536,Stau1,20853,2,166.947549,166.996299,166.971924,-
ENSMUSG00000039542,Ncam1,17967,9,49.502136,49.798925,49.6505305,-
ENSMUSG00000039543,Cfap70,76670,14,20.39419,20.452226,20.423208,-
ENSMUSG00000039545,Ppp1r3fos,1925435,X,7.5736,7.581015,7.5773075,+
ENSMUSG00000039546,Ajap1,230959,4,153.373221,153.482811,153.428016,-
ENSMUSG00000039552,Rsph4a,212892,10,33.905111,33.916021,33.910566,+
ENSMUSG00000039556,Ppp1r3f,54646,X,7.557296,7.574283,7.5657895,-
ENSMUSG00000039563,2210406O10Rik,1923960,5,36.447611,36.464853,36.456232,-
ENSMUSG00000039568,Ubald1,207740,16,4.874778,4.880315,4.8775465,-
ENSMUSG00000039577,Nphp4,260305,4,152.476706,152.563183,152.5199445,+
ENSMUSG00000039578,Ccser1,232035,6,61.180324,62.382865,61.7815945,+
ENSMUSG00000039579,Grin3a,242443,4,49.661611,49.845744,49.7536775,-
ENSMUSG00000039585,Myo9a,270163,9,59.750896,59.928866,59.839881,+
ENSMUSG00000039599,Fam149b,105428,14,20.348162,20.383489,20.3658255,+
ENSMUSG00000039601,Rcan2,53901,17,43.801851,44.039516,43.9206835,+
ENSMUSG00000039607,Rbms3,207181,9,116.572746,117.629913,117.1013295,-
ENSMUSG00000039611,Tmem246,67063,4,49.584506,49.597876,49.591191,-
ENSMUSG00000039615,Stub1,56424,17,25.830636,25.833361,25.8319985,-
ENSMUSG00000039616,Mocos,68591,18,24.653691,24.701556,24.6776235,+
ENSMUSG00000039617,Gm7488,3647006,3,21.049565,21.050248,21.0499065,+
ENSMUSG00000039620,6430573F11Rik,319582,8,36.457548,36.51432,36.485934,+
ENSMUSG00000039621,Prex1,277360,2,166.566342,166.713832,166.640087,-
ENSMUSG00000039623,Ap5z1,231855,5,142.463944,142.47871,142.471327,+
ENSMUSG00000039629,Strip2,320609,6,29.917012,29.959681,29.9383465,+
ENSMUSG00000039630,Hnrnpu,51810,1,178.324343,178.337797,178.33107,-
ENSMUSG00000039633,Lonrf1,244421,8,36.216064,36.249516,36.23279,-
ENSMUSG00000039634,Zfp189,230162,4,49.521176,49.531517,49.5263465,+
ENSMUSG00000039637,Coro7,78885,16,4.626133,4.679777,4.652955,-
ENSMUSG00000039640,Mrpl12,56282,11,120.484613,120.489065,120.486839,+
ENSMUSG00000039646,Vasn,246154,16,4.639941,4.650802,4.6453715,+
ENSMUSG00000039648,Ccbl1,70266,2,30.185124,30.205847,30.1954855,-
ENSMUSG00000039652,Cpeb3,208922,19,37.021291,37.208601,37.114946,-
ENSMUSG00000039653,Baat,12012,4,49.489422,49.506557,49.4979895,-
ENSMUSG00000039656,Rxrb,20182,17,34.031812,34.038393,34.0351025,+
ENSMUSG00000039660,D2Wsu81e,227695,2,30.173453,30.178459,30.175956,-
ENSMUSG00000039661,Dusp26,66959,8,31.089471,31.097047,31.093259,+
ENSMUSG00000039662,Icmt,57295,4,152.297227,152.307121,152.302174,+
ENSMUSG00000039670,Oxld1,66431,11,120.456606,120.458068,120.457337,-
ENSMUSG00000039671,Zmynd8,228880,2,165.784152,165.899016,165.841584,-
ENSMUSG00000039678,Tbc1d13,70296,2,30.133746,30.152013,30.1428795,+
ENSMUSG00000039680,Mrps6,121022,16,92.05827,92.112227,92.0852485,+
ENSMUSG00000039682,Lap3,66988,5,45.493374,45.512691,45.5030325,+
ENSMUSG00000039683,Sdk1,330222,5,141.24149,142.215586,141.728538,+
ENSMUSG00000039684,Gm5422,3643411,10,31.24814,31.251045,31.2495925,+
ENSMUSG00000039686,Zer1,227693,2,30.097283,30.124585,30.110934,-
ENSMUSG00000039693,Msantd3,66665,4,48.539935,48.561919,48.550927,+
ENSMUSG00000039697,Ncoa7,211329,10,30.645584,30.803107,30.7243455,-
ENSMUSG00000039699,Batf2,74481,19,6.140983,6.172476,6.1567295,+
ENSMUSG00000039701,Usp53,99526,3,122.931493,122.98451,122.9580015,-
ENSMUSG00000039703,Nploc4,217365,11,120.38037,120.437708,120.409039,-
ENSMUSG00000039704,Lmbrd2,320506,15,9.140621,9.198318,9.1694695,+
ENSMUSG00000039706,Ldb2,16826,5,44.472132,44.79968,44.635906,-
ENSMUSG00000039713,Plekhg5,269608,4,152.072498,152.1154,152.093949,+
ENSMUSG00000039715,Wdr34,71820,2,30.031546,30.048881,30.0402135,-
ENSMUSG00000039716,Dock3,208869,9,106.892825,107.231909,107.062367,-
ENSMUSG00000039725,Trp53rka,381406,2,165.49011,165.493324,165.491717,-
ENSMUSG00000039735,Fnbp1l,214459,3,122.538719,122.619715,122.579217,-
ENSMUSG00000039737,Prkrip1,66801,5,136.178127,136.198963,136.188545,-
ENSMUSG00000039738,Slx4,52864,16,3.979105,4.00377,3.9914375,-
ENSMUSG00000039740,Alg2,56737,4,47.465067,47.474333,47.4697,-
ENSMUSG00000039741,Bahcc1,268515,11,120.232947,120.292296,120.2626215,+
ENSMUSG00000039745,Htatip2,53415,7,49.759115,49.773975,49.766545,+
ENSMUSG00000039747,Orai2,269717,5,136.147459,136.170713,136.159086,-
ENSMUSG00000039748,Exo1,26909,1,175.880581,175.913489,175.897035,+
ENSMUSG00000039753,Fbxl5,242960,5,43.744615,43.821638,43.7831265,-
ENSMUSG00000039754,Alkbh4,72041,5,136.136146,136.141615,136.1388805,+
ENSMUSG00000039756,Dnttip2,99480,3,122.274388,122.285271,122.2798295,+
ENSMUSG00000039759,Thap3,69876,4,151.982639,151.988997,151.985818,-
ENSMUSG00000039760,Il22ra2,237310,10,19.621998,19.634681,19.6283395,+
ENSMUSG00000039763,Dnajc28,246738,16,91.614257,91.619026,91.6166415,-
ENSMUSG00000039765,Cc2d2a,231214,5,43.662346,43.740972,43.701659,+
ENSMUSG00000039768,Dnajc11,230935,4,151.933691,151.982137,151.957914,+
ENSMUSG00000039770,Ypel5,383295,17,72.836704,72.851195,72.8439495,+
ENSMUSG00000039771,Polr2j,20022,5,136.116631,136.122947,136.119789,+
ENSMUSG00000039774,Galnt12,230145,4,47.091909,47.12307,47.1074895,+
ENSMUSG00000039781,Cep131,12009,11,120.06443,120.086827,120.0756285,-
ENSMUSG00000039782,Cpeb2,231207,5,43.23317,43.289724,43.261447,+
ENSMUSG00000039783,Kmo,98256,1,175.620381,175.662116,175.6412485,+
ENSMUSG00000039787,Cercam,99151,2,29.869164,29.88284,29.876002,+
ENSMUSG00000039789,Zfp597,71063,16,3.858321,3.884561,3.871441,-
ENSMUSG00000039795,Zfand1,66361,3,10.339953,10.351317,10.345635,-
ENSMUSG00000039798,2600006K01Rik,1917569,2,29.868723,29.870317,29.86952,-
ENSMUSG00000039801,2410089E03Rik,73692,15,8.169106,8.271158,8.220132,+
ENSMUSG00000039804,Ncoa5,228869,2,165.000357,165.034867,165.017612,-
ENSMUSG00000039809,Gabbr2,242425,4,46.662305,46.991873,46.827089,-
ENSMUSG00000039810,Zc3h10,103284,10,128.541963,128.547774,128.5448685,-
ENSMUSG00000039813,Tbc1d2,381605,4,46.60439,46.650209,46.6272995,-
ENSMUSG00000039824,Myl6b,216459,10,128.494157,128.498685,128.496421,-
ENSMUSG00000039826,Trub2,227682,2,29.761224,29.788502,29.774863,-
ENSMUSG00000039828,Wdr70,545085,15,7.873055,8.099209,7.986132,-
ENSMUSG00000039831,Arhgap29,214137,3,121.952541,122.016753,121.984647,+
ENSMUSG00000039834,Zfp335,329559,2,164.891882,164.911757,164.9018195,-
ENSMUSG00000039835,Nhsl1,215819,10,18.318985,18.533892,18.4264385,+
ENSMUSG00000039840,Epg5,100502841,18,77.938467,78.035027,77.986747,+
ENSMUSG00000039841,Zfp800,627049,6,28.239927,28.398005,28.318966,-
ENSMUSG00000039842,Mcph1,244329,8,18.595131,18.803189,18.69916,+
ENSMUSG00000039844,Rapgef1,107746,2,29.61972,29.740978,29.680349,+
ENSMUSG00000039849,Pcif1,228866,2,164.879304,164.894454,164.886879,+
ENSMUSG00000039850,Endov,338371,11,119.491347,119.511437,119.501392,+
ENSMUSG00000039851,4932438H23Rik,74387,16,91.053935,91.095122,91.0745285,-
ENSMUSG00000039852,Rere,68703,4,150.281646,150.621966,150.451806,+
ENSMUSG00000039853,Trim14,74735,4,46.493781,46.536141,46.514961,-
ENSMUSG00000039865,Slc44a3,213603,3,121.459528,121.532404,121.495966,-
ENSMUSG00000039873,Neurl2,415115,2,164.830732,164.833456,164.832094,-
ENSMUSG00000039879,Heca,380629,10,17.900466,17.948067,17.9242665,-
ENSMUSG00000039883,Lrrc17,74511,5,21.543559,21.575904,21.5597315,+
ENSMUSG00000039886,Tmem120a,215210,5,135.735485,135.744448,135.7399665,-
ENSMUSG00000039887,Alg14,66789,3,121.291773,121.363094,121.3274335,+
ENSMUSG00000039891,Txlnb,378431,10,17.796226,17.845665,17.8209455,+
ENSMUSG00000039899,Fgl2,14190,5,21.372642,21.378374,21.375508,+
ENSMUSG00000039901,9130011E15Rik,71617,19,45.818144,45.998488,45.908316,-
ENSMUSG00000039903,Eva1c,70967,16,90.826719,90.905109,90.865914,+
ENSMUSG00000039908,Slc26a11,268512,11,119.355557,119.381079,119.368318,+
ENSMUSG00000039910,Cited2,17684,10,17.723228,17.725673,17.7244505,+
ENSMUSG00000039911,Spsb1,74646,4,149.896283,149.955043,149.925663,-
ENSMUSG00000039914,Coq10a,210582,10,128.363097,128.370032,128.3665645,-
ENSMUSG00000039917,Rhbdd2,215160,5,135.632618,135.646448,135.639533,+
ENSMUSG00000039929,Urb1,207932,16,90.751527,90.810413,90.78097,-
ENSMUSG00000039934,Gsap,212167,5,21.186255,21.315132,21.2506935,+
ENSMUSG00000039936,Pik3cd,18707,4,149.649168,149.702571,149.6758695,-
ENSMUSG00000039942,Ptger4,19219,15,5.206661,5.244187,5.225424,-
ENSMUSG00000039943,Plcb4,18798,2,135.659011,136.014593,135.836802,+
ENSMUSG00000039952,Dag1,13138,9,108.204634,108.263958,108.234296,-
ENSMUSG00000039953,Clstn1,65945,4,149.586468,149.648899,149.6176835,+
ENSMUSG00000039954,Stk32a,269019,18,43.207697,43.317481,43.262589,+
ENSMUSG00000039956,Mrap,77037,16,90.738324,90.749785,90.7440545,+
ENSMUSG00000039958,Mettl20,320204,6,149.139849,149.151171,149.14551,+
ENSMUSG00000039959,Hip1,215114,5,135.406531,135.54512,135.4758255,-
ENSMUSG00000039960,Rhou,69581,8,123.653929,123.663884,123.6589065,+
ENSMUSG00000039963,Ccdc40,207607,11,119.228572,119.265236,119.246904,+
ENSMUSG00000039967,Zfp292,30046,4,34.803113,34.88296,34.8430365,-
ENSMUSG00000039968,Rsbn1l,242860,5,20.893028,20.956398,20.924713,-
ENSMUSG00000039976,Tbc1d16,207592,11,119.143045,119.228499,119.185772,-
ENSMUSG00000039977,Ccdc67,234964,9,15.559864,15.627933,15.5938985,-
ENSMUSG00000039981,Zc3h12d,237256,10,7.83247,7.870397,7.8514335,+
ENSMUSG00000039982,Dtx4,207521,19,12.466341,12.501996,12.4841685,-
ENSMUSG00000039983,Ccdc32,269336,2,119.017779,119.029393,119.023586,-
ENSMUSG00000039985,Fam60a,56306,6,148.921035,148.946467,148.933751,-
ENSMUSG00000039987,Phtf2,68770,5,20.758663,20.882124,20.8203935,-
ENSMUSG00000039988,Ankrd13c,433667,3,157.947239,158.008034,157.9776365,+
ENSMUSG00000039989,Cbx4,12418,11,119.077573,119.086221,119.081897,-
ENSMUSG00000039990,Edrf1,214764,7,133.637543,133.672971,133.655257,+
ENSMUSG00000039994,Timeless,21853,10,128.232065,128.252941,128.242503,+
ENSMUSG00000039997,Ifi203,15950,1,173.920407,173.942672,173.9315395,-
ENSMUSG00000040003,Magi2,50791,5,19.227036,20.704792,19.965914,+
ENSMUSG00000040006,Ginm1,215751,10,7.767947,7.792824,7.7803855,-
ENSMUSG00000040007,Bahd1,228536,2,118.900377,118.924528,118.9124525,+
ENSMUSG00000040009,Gnaz,14687,10,74.967177,75.016907,74.992042,+
ENSMUSG00000040010,Slc7a5,20539,8,121.88115,121.907694,121.894422,-
ENSMUSG00000040016,Ptger3,19218,3,157.566892,157.645888,157.60639,+
ENSMUSG00000040017,Saa4,20211,7,46.728017,46.732543,46.73028,-
ENSMUSG00000040018,Cox15,226139,19,43.733254,43.753,43.743127,-
ENSMUSG00000040021,Lats1,16798,10,7.681209,7.716458,7.6988335,+
ENSMUSG00000040022,Rab11fip2,74998,19,59.902884,59.943654,59.923269,-
ENSMUSG00000040025,Ythdf2,213541,4,132.184912,132.212303,132.1986075,-
ENSMUSG00000040026,Saa3,20210,7,46.711998,46.715676,46.713837,-
ENSMUSG00000040028,Elavl1,15568,8,4.285382,4.325413,4.3053975,-
ENSMUSG00000040029,Ipo8,320727,6,148.770683,148.831467,148.801075,-
ENSMUSG00000040033,Stat2,20847,10,128.270576,128.292849,128.2817125,+
ENSMUSG00000040034,Nup43,69912,10,7.667503,7.678881,7.673192,+
ENSMUSG00000040035,Disp2,214240,2,118.779719,118.811293,118.795506,+
ENSMUSG00000040037,Negr1,320840,3,156.561794,157.316445,156.9391195,+
ENSMUSG00000040040,Ift88,21821,14,57.424062,57.517936,57.470999,+
ENSMUSG00000040043,Rbms2,56516,10,128.12947,128.180297,128.1548835,-
ENSMUSG00000040044,Orc3,50793,4,34.570796,34.614944,34.59287,-
ENSMUSG00000040046,Tph1,21990,7,46.64713,46.672537,46.6598335,-
ENSMUSG00000040048,Ndufb10,68342,17,24.72206,24.724478,24.723269,-
ENSMUSG00000040054,Baz2a,116848,10,128.092783,128.129303,128.111043,+
ENSMUSG00000040055,Gjb6,14623,14,57.123303,57.133611,57.128457,-
ENSMUSG00000040061,Plcb2,18796,2,118.707517,118.728438,118.7179775,-
ENSMUSG00000040084,Bub1b,12236,2,118.598211,118.641591,118.619901,+
ENSMUSG00000040093,Bmf,171543,2,118.528757,118.549687,118.539222,-
ENSMUSG00000040097,Flywch1,224613,17,23.755423,23.771591,23.763507,-
ENSMUSG00000040102,Klhl42,232539,6,147.091379,147.112778,147.1020785,+
ENSMUSG00000040105,Plpp6,74411,19,28.963953,28.966811,28.965382,+
ENSMUSG00000040111,Gramd1b,235283,9,40.293233,40.531383,40.412308,-
ENSMUSG00000040112,Mrps35,232536,6,147.042764,147.073991,147.0583775,+
ENSMUSG00000040113,Mettl11b,240879,1,163.702256,163.725232,163.713744,-
ENSMUSG00000040118,Cacna2d1,12293,5,15.934691,16.374511,16.154601,+
ENSMUSG00000040121,Rep15,66532,6,147.032584,147.034245,147.0334145,+
ENSMUSG00000040123,Zmym5,219105,14,56.790585,56.811716,56.8011505,-
ENSMUSG00000040124,Gorab,98376,1,163.384908,163.403669,163.3942885,-
ENSMUSG00000040125,Gpr26,233919,7,131.96646,131.994405,131.9804325,+
ENSMUSG00000040127,Sdr9c7,70061,10,127.898518,127.911761,127.9051395,+
ENSMUSG00000040128,Pnrc1,108767,4,33.245423,33.290163,33.267793,-
ENSMUSG00000040133,Gpr176,381413,2,118.27711,118.373419,118.3252645,-
ENSMUSG00000040134,Rdh7,54150,10,127.884028,127.888817,127.8864225,-
ENSMUSG00000040136,Abcc8,20927,7,46.104523,46.180033,46.142278,-
ENSMUSG00000040138,Ndp,17986,X,16.885521,16.911774,16.8986475,-
ENSMUSG00000040139,9430038I01Rik,77252,7,137.375574,137.410762,137.393168,-
ENSMUSG00000040140,Tdrd6,210510,17,43.615335,43.630299,43.622817,-
ENSMUSG00000040146,Rgl3,71746,9,21.971527,21.989453,21.98049,-
ENSMUSG00000040147,Maob,109731,X,16.709282,16.817366,16.763324,-
ENSMUSG00000040151,Hs2st1,23908,3,144.429706,144.570181,144.4999435,-
ENSMUSG00000040152,Thbs1,21825,2,118.111876,118.127133,118.1195045,+
ENSMUSG00000040158,Tax1bp3,76281,11,73.177083,73.183162,73.1801225,+
ENSMUSG00000040163,1700034J05Rik,73344,6,146.950329,146.954422,146.9523755,-
ENSMUSG00000040164,Kcns1,16538,2,164.163619,164.171113,164.167366,-
ENSMUSG00000040165,Cd209c,170776,8,3.940222,3.954746,3.947484,-
ENSMUSG00000040167,Ikzf5,67143,7,131.388652,131.410521,131.3995865,-
ENSMUSG00000040170,Fmo2,55990,1,162.874317,162.898726,162.8865215,-
ENSMUSG00000040174,Alkbh3,69113,2,93.98055,94.010807,93.9956785,-
ENSMUSG00000040177,2310057M21Rik,68277,7,131.33822,131.362759,131.3504895,-
ENSMUSG00000040181,Fmo1,14261,1,162.829561,162.86661,162.8480855,-
ENSMUSG00000040183,Ankrd6,140577,4,32.804035,32.950841,32.877438,-
ENSMUSG00000040187,Arntl2,272322,6,146.796055,146.833529,146.814792,+
ENSMUSG00000040188,Scamp2,24044,9,57.560944,57.588797,57.5748705,+
ENSMUSG00000040189,Ccdc114,211535,7,45.928398,45.948956,45.938677,+
ENSMUSG00000040195,Tmem194,210035,10,127.666901,127.701049,127.683975,+
ENSMUSG00000040197,Cd209e,170780,8,3.847965,3.854309,3.851137,-
ENSMUSG00000040204,2810417H13Rik,68026,9,65.890237,65.903266,65.8967515,+
ENSMUSG00000040205,Cuzd1,16433,7,131.308554,131.322292,131.315423,-
ENSMUSG00000040209,Zfp704,170753,3,9.42702,9.610085,9.5185525,-
ENSMUSG00000040212,Emp3,13732,7,45.918023,45.921426,45.9197245,-
ENSMUSG00000040213,Ccbl2,229905,3,142.701051,142.74687,142.7239605,+
ENSMUSG00000040219,Ttc12,235330,9,49.436963,49.486225,49.461594,-
ENSMUSG00000040220,Gas8,104346,8,123.518835,123.536649,123.527742,+
ENSMUSG00000040225,Prrc2c,226562,1,162.670725,162.740556,162.7056405,-
ENSMUSG00000040229,Gpr34,23890,X,13.632089,13.640858,13.6364735,+
ENSMUSG00000040234,Tm7sf3,67623,6,146.602352,146.642824,146.622588,-
ENSMUSG00000040236,Trappc5,66682,8,3.676299,3.681255,3.678777,+
ENSMUSG00000040242,Fgfr1op2,67529,6,146.577203,146.599198,146.5882005,+
ENSMUSG00000040247,Tbc1d10c,108995,19,4.184358,4.191047,4.1877025,-
ENSMUSG00000040249,Lrp1,16971,10,127.538161,127.621148,127.5796545,-
ENSMUSG00000040250,Asun,71177,6,146.549632,146.577835,146.5637335,-
ENSMUSG00000040253,Gbp7,229900,3,142.530342,142.550149,142.5402455,+
ENSMUSG00000040254,Sema3d,108151,5,12.383385,12.588948,12.4861665,+
ENSMUSG00000040258,Nxph4,104080,10,127.525473,127.534559,127.530016,-
ENSMUSG00000040260,Daam2,76441,17,49.456022,49.564337,49.5101795,-
ENSMUSG00000040263,Klhdc4,234825,8,121.796313,121.829569,121.812941,-
ENSMUSG00000040264,Gbp2b,14468,3,142.594847,142.619179,142.607013,+
ENSMUSG00000040265,Dnm3,103967,1,161.982453,162.478034,162.2302435,-
ENSMUSG00000040268,Plekha1,101476,7,130.865756,130.913312,130.889534,+
ENSMUSG00000040269,Mrps28,66230,3,8.802146,8.923918,8.863032,-
ENSMUSG00000040270,Bach2,12014,4,32.238804,32.586108,32.412456,+
ENSMUSG00000040272,Accs,329470,2,93.833467,93.849943,93.841705,-
ENSMUSG00000040274,Cdk6,12571,5,3.341485,3.531008,3.4362465,+
ENSMUSG00000040276,Pacsin1,23969,17,27.655509,27.711106,27.6833075,+
ENSMUSG00000040280,Ndufa4l2,407790,10,127.514939,127.517152,127.5160455,+
ENSMUSG00000040282,BC052040,399568,2,115.581716,115.778768,115.680242,+
ENSMUSG00000040283,Btnl9,237754,11,49.165585,49.187159,49.176372,-
ENSMUSG00000040287,Stac3,237611,10,127.501686,127.508823,127.5052545,+
ENSMUSG00000040289,Hey1,15213,3,8.663359,8.667256,8.6653075,-
ENSMUSG00000040296,Ddx58,230073,4,40.203773,40.239828,40.2218005,-
ENSMUSG00000040297,Suco,226551,1,161.816114,161.876682,161.846398,-
ENSMUSG00000040302,Rbm48,269623,5,3.583978,3.596585,3.5902815,-
ENSMUSG00000040310,Alx4,11695,2,93.642384,93.681339,93.6618615,+
ENSMUSG00000040312,Cchcr1,240084,17,35.5171,35.531015,35.5240575,+
ENSMUSG00000040321,Zfp770,228491,2,114.193461,114.201469,114.197465,-
ENSMUSG00000040322,Slc25a24,229731,3,109.123149,109.168457,109.145803,+
ENSMUSG00000040325,Vprbp,321006,9,106.821874,106.880992,106.851433,+
ENSMUSG00000040327,Cul9,78309,17,46.500572,46.546388,46.52348,-
ENSMUSG00000040328,Olfr56,18356,11,48.978889,49.135387,49.057138,+
ENSMUSG00000040329,Il7,16196,3,7.569994,7.61376,7.591877,-
ENSMUSG00000040331,Nsmce4a,67872,7,130.532526,130.573118,130.552822,-
ENSMUSG00000040339,Fam102b,329739,3,108.970997,109.027607,108.999302,-
ENSMUSG00000040345,Arhgap9,216445,10,127.323727,127.329943,127.326835,+
ENSMUSG00000040350,Trim7,94089,11,48.82614,48.852209,48.8391745,+
ENSMUSG00000040351,Ankib1,70797,5,3.69,3.802925,3.7464625,-
ENSMUSG00000040354,Mars,216443,10,127.296221,127.311786,127.3040035,-
ENSMUSG00000040356,Skiv2l,108077,17,34.839228,34.85021,34.844719,-
ENSMUSG00000040359,Ufl1,67490,4,25.2486,25.281821,25.2652105,-
ENSMUSG00000040363,Bcor,71458,X,12.03674,12.160355,12.0985475,-
ENSMUSG00000040364,Sec1,56546,7,45.677689,45.694404,45.6860465,-
ENSMUSG00000040365,Trim41,211007,11,48.806404,48.817353,48.8118785,-
ENSMUSG00000040370,Lyrm5,67636,6,145.211134,145.216939,145.2140365,+
ENSMUSG00000040372,Gpr63,81006,4,24.966407,25.009233,24.98782,+
ENSMUSG00000040373,Cacng5,140723,11,107.874605,107.915055,107.89483,-
ENSMUSG00000040374,Pex2,19302,3,5.560188,5.576239,5.5682135,-
ENSMUSG00000040380,Cbln3,56410,14,55.87892,55.884256,55.881588,-
ENSMUSG00000040383,Aqr,11834,2,114.10117,114.187024,114.144097,-
ENSMUSG00000040385,Ppp1ca,19045,19,4.192158,4.195419,4.1937885,+
ENSMUSG00000040387,Klhl32,212390,4,24.612554,24.851124,24.731839,-
ENSMUSG00000040389,Wdr47,99512,3,108.591279,108.645719,108.618499,+
ENSMUSG00000040390,Map3k10,269881,7,27.656375,27.674598,27.6654865,-
ENSMUSG00000040396,Abhd13,68904,8,9.977707,9.992155,9.984931,+
ENSMUSG00000040405,Havcr1,171283,11,46.73508,46.779578,46.757329,+
ENSMUSG00000040407,Akap9,100986,5,3.928054,4.08131,4.004682,+
ENSMUSG00000040410,Fbxl4,269514,4,22.357543,22.434091,22.395817,+
ENSMUSG00000040412,5330417C22Rik,229722,3,108.455694,108.536536,108.496115,-
ENSMUSG00000040413,Timd2,171284,11,46.66896,46.707061,46.6880105,-
ENSMUSG00000040414,Slc25a28,246696,19,43.663822,43.674881,43.6693515,-
ENSMUSG00000040415,Dtx3,80904,10,127.190378,127.195728,127.193053,-
ENSMUSG00000040423,Rc3h1,381305,1,160.906418,160.974978,160.940698,+
ENSMUSG00000040424,Hipk4,233020,7,27.523267,27.531175,27.527221,+
ENSMUSG00000040428,Plekha4,69217,7,45.52633,45.554229,45.5402795,+
ENSMUSG00000040429,Mterf1a,545725,5,3.890581,3.893933,3.892257,-
ENSMUSG00000040430,Pitpnc1,71795,11,107.207892,107.470699,107.3392955,-
ENSMUSG00000040433,Zbtb38,245007,9,96.68277,96.752831,96.7178005,-
ENSMUSG00000040434,Gyltl1b,228366,2,92.365046,92.374869,92.3699575,-
ENSMUSG00000040435,Ppp1r15a,17872,7,45.522922,45.526268,45.524595,-
ENSMUSG00000040441,Slc26a10,216441,10,127.172426,127.180645,127.1765355,-
ENSMUSG00000040446,Rprd1a,225283,18,24.484962,24.530204,24.507583,-
ENSMUSG00000040447,Spns2,216892,11,72.451638,72.489904,72.470771,-
ENSMUSG00000040451,Sgms1,208449,19,32.122727,32.389714,32.2562205,-
ENSMUSG00000040455,Usp45,77593,4,21.767156,21.837872,21.802514,+
ENSMUSG00000040459,Arglu1,234023,8,8.665075,8.690521,8.677798,-
ENSMUSG00000040462,Os9,216440,10,127.094259,127.12116,127.1077095,-
ENSMUSG00000040463,Mybbp1a,18432,11,72.441355,72.451768,72.4465615,+
ENSMUSG00000040464,Gtpbp10,207704,5,5.537454,5.559538,5.548496,-
ENSMUSG00000040466,Blvrb,233016,7,27.447978,27.466144,27.457061,+
ENSMUSG00000040467,4921522P10Rik,1913969,8,8.661801,8.664728,8.6632645,+
ENSMUSG00000040471,Ggt6,71522,11,72.435526,72.4384,72.436963,+
ENSMUSG00000040472,Rabggta,56187,14,55.715873,55.722257,55.719065,-
ENSMUSG00000040473,Cfap69,207686,5,5.579278,5.664239,5.6217585,-
ENSMUSG00000040479,Dgkz,104418,2,91.932824,91.975864,91.954344,-
ENSMUSG00000040481,Bptf,207165,11,107.033081,107.132127,107.082604,-
ENSMUSG00000040482,Dxo,112403,17,34.837019,34.839233,34.838126,+
ENSMUSG00000040483,Xaf1,327959,11,72.301629,72.313733,72.307681,+
ENSMUSG00000040485,Lrrc52,240899,1,167.445669,167.46678,167.4562245,-
ENSMUSG00000040488,Ltbp4,108075,7,27.305136,27.337692,27.321414,-
ENSMUSG00000040490,Lrfn2,70530,17,48.932379,49.097588,49.0149835,+
ENSMUSG00000040498,Igsf23,70080,7,19.937305,19.950756,19.9440305,-
ENSMUSG00000040502,9-Mar,216438,10,127.055011,127.060184,127.0575975,-
ENSMUSG00000040505,Abcg5,27409,17,84.658234,84.683011,84.6706225,-
ENSMUSG00000040506,Ambra1,228361,2,91.730134,91.918849,91.8244915,+
ENSMUSG00000040511,Pvr,52118,7,19.903578,19.92116,19.912369,-
ENSMUSG00000040520,Manea,242362,4,26.324506,26.346891,26.3356985,-
ENSMUSG00000040521,Tsfm,66399,10,127.011572,127.03084,127.021206,-
ENSMUSG00000040522,Tlr8,170744,X,167.242696,167.264329,167.2535125,-
ENSMUSG00000040524,Zfp609,214812,9,65.692391,65.827564,65.7599775,-
ENSMUSG00000040525,Cblc,80794,7,19.778881,19.796809,19.787845,-
ENSMUSG00000040528,Milr1,380732,11,106.751226,106.768794,106.76001,+
ENSMUSG00000040532,Abhd11,68758,5,135.009152,135.012175,135.0106635,+
ENSMUSG00000040536,Necab1,69352,4,14.952245,15.149794,15.0510195,-
ENSMUSG00000040537,Adam22,11496,5,8.072352,8.36816,8.220256,-
ENSMUSG00000040543,Pitpnm3,327958,11,72.047528,72.135778,72.091653,-
ENSMUSG00000040548,Tex2,21763,11,106.502147,106.613423,106.557785,-
ENSMUSG00000040549,Ckap5,75786,2,91.526762,91.620664,91.573713,+
ENSMUSG00000040550,Otud6b,72201,4,14.809498,14.826587,14.8180425,-
ENSMUSG00000040552,C3ar1,12267,6,122.847138,122.856161,122.8516495,-
ENSMUSG00000040557,Wbscr27,79565,5,134.932368,134.942637,134.9375025,+
